排名,代码,名称,策略,类型,最新价,今日涨幅%,前低支撑,破底最低,破底深度%,收回幅度%,站稳天数,距60日高跌幅%,距年高跌幅%,历史分位%,量比vs5日均,MA5,MA20,止损位,目标位,盈亏比,score,命中策略,命中数,最强分,扫描总数,有效K线数,盈亏比不足,分类,J值,短期趋势线,多空线,趋势强度%,放量倍数,放量距今,近20日回撤%,日均成交额亿
463,301584,建发致新,破底翻,守住前低,21.73,-0.91,20.4,,,6.5,49.0,17.9,53.0,14.3,0.7,21.66,22.79,19.79,26.47,2.44,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
464,688608,恒玄科技,破底翻,守住前低,103.51,-1.71,103.45,,,0.1,7.0,38.2,77.0,0.5,0.79,103.86,109.71,98.19,167.6,12.05,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
465,001393,维通利,破底翻,守住前低,41.83,-1.02,41.72,,,0.3,7.0,38.5,72.1,4.0,0.91,41.77,43.84,40.04,68.02,14.63,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
466,301696,三瑞智能,破底翻,守住前低,96.04,-2.28,91.7,,,4.7,28.0,34.7,43.2,11.3,1.03,96.51,102.51,88.95,146.99,7.19,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
467,301397,溯联股份,破底翻,守住前低,24.77,-2.98,24.25,,,2.1,21.0,37.6,51.6,11.9,0.89,25.13,26.11,23.15,39.68,9.2,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
468,300149,睿智医药,碗口反弹,,9.68,,,,,,,,36.6,,,,,8.9,12.29,3.35,67.0,碗口反弹,1,67.0,4919,4583,False,靠近多空线,3.5,10.32,9.92,4.01,2.63,6.0,21.2,5.06
469,300101,振芯科技,破底翻,破底翻,14.32,0.56,14.44,13.52,6.4,-0.8,4.0,17.0,60.1,12.4,0.82,14.2,14.69,13.84,17.26,6.12,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
470,300812,易天股份,破底翻,守住前低,19.14,-0.98,18.4,,,4.0,7.0,40.9,62.4,11.1,0.98,19.11,19.28,17.85,32.4,10.28,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
471,301291,明阳电气,破底翻,守住前低,33.97,-2.89,34.42,,,-1.3,42.0,35.3,53.9,17.9,0.98,36.31,39.05,31.73,52.5,8.27,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
472,002892,科力尔,破底翻,守住前低,9.13,-1.19,8.59,,,6.3,44.0,19.0,56.8,12.4,0.96,9.12,9.43,8.33,11.27,2.67,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
473,300777,中简科技,破底翻,守住前低,22.77,0.0,21.53,,,5.8,29.0,29.2,53.6,13.1,0.84,22.58,23.98,20.88,32.15,4.96,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
474,688088,虹软科技,破底翻,守住前低,29.86,0.67,29.5,,,1.2,24.0,25.7,54.7,15.6,1.18,29.7,32.64,28.6,40.17,8.18,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
475,688117,圣诺生物,破底翻,守住前低,23.93,-1.24,22.27,,,7.5,28.0,25.7,54.4,14.4,0.59,24.25,25.51,21.6,32.2,3.55,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
476,300735,光弘科技,破底翻,破底翻,20.53,-1.91,20.45,18.32,10.4,0.4,3.0,17.4,54.5,15.8,1.02,20.12,20.37,19.5,24.85,4.19,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
477,300827,上能电气,破底翻,守住前低,25.68,-0.77,23.84,,,7.7,36.0,18.7,52.2,17.9,0.68,25.85,26.08,23.12,31.6,2.31,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
478,300176,鸿特科技,破底翻,守住前低,4.74,0.21,4.66,,,1.7,38.0,33.8,51.2,11.8,0.65,4.71,4.97,4.52,7.16,11.0,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
479,601127,赛力斯,破底翻,守住前低,50.59,0.14,50.13,,,0.9,7.0,34.1,71.0,0.6,0.74,50.44,53.81,48.63,76.81,13.38,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
480,300682,朗新科技,破底翻,破底翻,9.55,-0.31,9.69,9.19,5.2,-1.4,3.0,28.7,65.4,14.2,0.8,9.44,10.6,9.14,13.4,9.39,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
481,600101,明星电力,破底翻,守住前低,7.9,-0.25,7.72,,,2.3,44.0,26.6,53.2,11.9,0.94,7.91,8.08,7.49,10.77,7.0,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
482,600826,兰生股份,破底翻,守住前低,7.75,0.0,7.45,,,4.0,28.0,26.0,49.9,19.0,1.01,7.87,7.96,7.23,10.48,5.25,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
483,002847,盐津铺子,破底翻,守住前低,45.42,0.66,43.33,,,4.8,44.0,21.2,54.6,12.6,0.7,45.04,48.06,42.03,57.61,3.6,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
484,002465,海格通信,破底翻,守住前低,10.1,-0.59,9.26,,,9.1,28.0,38.4,62.1,13.9,0.82,10.01,10.37,8.98,16.4,5.63,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
485,603728,鸣志电器,破底翻,守住前低,48.07,0.4,46.3,,,3.8,29.0,31.0,48.0,18.4,0.77,47.24,50.49,44.91,69.71,6.85,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
486,301162,国能日新,破底翻,破底翻,37.63,-0.19,38.1,34.9,8.4,-1.2,3.0,17.3,55.7,11.1,1.2,37.18,39.32,35.89,45.5,4.52,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
487,688326,经纬恒润,破底翻,守住前低,62.7,2.72,61.8,,,1.5,33.0,23.1,61.7,12.1,0.92,62.46,66.26,59.65,81.5,6.16,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
488,603334,丰倍生物,破底翻,守住前低,32.6,1.68,30.28,,,7.7,33.0,24.5,57.1,11.5,0.82,31.83,32.89,29.37,43.19,3.28,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
489,688391,钜泉科技,破底翻,守住前低,26.23,1.79,22.5,,,16.6,28.0,29.7,49.5,10.2,1.33,25.51,25.62,21.82,37.29,2.51,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
490,000875,电投绿能,破底翻,守住前低,4.96,1.22,4.82,,,2.9,37.0,25.9,40.7,16.5,0.83,4.95,5.12,4.68,6.69,6.18,67.0,破底翻,1,67.0,4919,4583,False,,,,,,,,,
491,301089,拓新药业,破底翻,破底翻,23.6,-3.0,20.69,19.99,3.4,14.1,45.0,15.4,50.9,6.8,0.62,23.9,24.44,20.07,27.88,1.21,66.4,破底翻/碗口反弹,2,71.0,4919,4583,True,靠近多空线,15.5,24.39,24.12,1.15,5.89,7.0,15.4,1.06
492,301129,瑞纳智能,碗口反弹,,23.41,,,,,,,,33.1,,,,,21.99,26.49,2.17,66.4,碗口反弹,1,66.4,4919,4583,False,靠近多空线,20.0,23.14,22.77,1.62,3.22,8.0,11.5,1.18
493,300253,卫宁健康,破底翻,守住前低,6.87,0.73,6.47,,,6.2,44.0,16.7,57.3,25.2,1.25,6.9,7.45,6.28,8.25,2.34,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
494,002488,金固股份,破底翻,守住前低,8.16,0.74,7.99,,,2.1,33.0,23.2,46.5,26.6,0.53,8.05,8.56,7.75,10.63,6.02,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
495,000519,中兵红箭,破底翻,守住前低,14.43,0.42,13.05,,,10.6,29.0,36.8,40.7,29.4,0.89,14.18,14.54,12.66,22.83,4.75,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
496,000958,电投产融,破底翻,守住前低,5.31,-0.56,5.23,,,1.5,36.0,20.0,50.1,28.2,0.98,5.31,5.41,5.07,6.64,5.54,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
497,600633,浙数文化,破底翻,守住前低,10.22,-0.39,9.82,,,4.1,44.0,16.4,48.4,24.4,1.04,10.15,10.72,9.53,12.22,2.9,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
498,600520,三佳科技,破底翻,守住前低,24.51,-0.73,21.05,,,16.4,28.0,39.3,57.9,29.4,1.22,24.25,24.45,20.42,40.4,3.89,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
499,603050,科林电气,破底翻,守住前低,17.9,0.06,17.46,,,2.5,30.0,17.7,47.3,28.1,0.68,17.86,18.27,16.94,21.75,4.01,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
500,300258,精锻科技,破底翻,守住前低,9.47,-0.94,9.23,,,2.6,28.0,29.4,47.3,26.1,0.93,9.54,10.07,8.95,13.42,7.6,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
501,688186,广大特材,破底翻,破底翻,14.09,0.07,14.28,13.23,7.4,-1.3,3.0,27.4,56.4,27.7,0.71,13.92,14.31,13.6,19.42,10.88,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
502,688582,芯动联科,破底翻,守住前低,42.17,-0.54,34.86,,,21.0,28.0,38.3,52.6,29.5,0.89,41.75,41.88,33.81,68.38,3.14,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
503,002387,维信诺,破底翻,守住前低,7.32,2.95,6.81,,,7.5,7.0,21.0,54.2,23.5,0.97,7.24,7.15,6.61,9.26,2.73,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
504,300024,机器人,破底翻,守住前低,14.42,-1.23,14.45,,,-0.2,33.0,27.0,40.9,29.2,0.98,14.44,15.35,13.84,19.75,9.19,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
505,688047,龙芯中科,破底翻,守住前低,106.2,-1.27,103.9,,,2.2,24.0,33.1,47.7,26.0,0.87,104.58,109.02,100.78,158.63,9.67,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
506,300046,台基股份,破底翻,守住前低,24.64,-1.56,21.95,,,12.3,21.0,34.3,53.8,30.0,0.6,24.53,24.65,21.29,37.5,3.84,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
507,300339,润和软件,破底翻,守住前低,35.83,0.06,34.91,,,2.6,32.0,17.3,57.8,27.4,1.38,35.49,37.31,33.86,43.3,3.79,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
508,600171,上海贝岭,破底翻,守住前低,22.89,-0.95,21.95,,,4.3,28.0,30.3,57.1,25.0,0.98,22.65,23.1,21.29,32.86,6.23,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
509,300296,利亚德,破底翻,守住前低,5.12,-0.58,5.11,,,0.2,36.0,30.1,47.2,24.0,0.84,5.11,5.3,4.96,7.32,13.75,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
510,688159,有方科技,破底翻,破底翻,32.94,-1.35,32.98,28.44,13.8,-0.1,4.0,36.1,61.2,23.1,0.88,32.53,32.92,31.14,51.55,10.34,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
511,002866,传艺科技,破底翻,守住前低,14.9,-0.07,13.9,,,7.2,36.0,23.5,50.3,25.3,0.72,14.89,15.25,13.48,19.48,3.23,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
512,002755,奥赛康,破底翻,守住前低,11.84,-5.51,12.06,,,-1.8,49.0,24.5,59.2,25.2,1.17,12.19,13.22,11.15,15.69,5.58,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
513,000158,常山北明,破底翻,守住前低,12.61,-0.79,12.45,,,1.3,38.0,22.3,68.4,27.3,1.37,12.57,13.25,12.08,16.23,6.83,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
514,301599,理奇智能,破底翻,守住前低,34.81,1.25,31.37,,,11.0,21.0,34.2,59.0,22.9,0.99,34.43,35.35,30.43,52.87,4.12,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
515,300458,全志科技,破底翻,守住前低,31.0,-1.68,31.02,,,-0.1,18.0,28.1,53.6,26.3,1.07,30.87,32.97,28.96,43.13,5.95,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
516,002006,精工科技,破底翻,破底翻,13.44,0.52,13.44,12.67,5.7,0.0,4.0,18.7,46.3,22.6,0.75,13.22,13.61,13.04,16.54,7.75,66.0,破底翻,1,66.0,4919,4583,False,,,,,,,,,
517,603368,柳药集团,碗口反弹,,15.92,,,,,,,,33.9,,,,,15.55,17.11,3.22,65.7,碗口反弹,1,65.7,4919,4583,False,靠近多空线,12.0,16.06,15.99,0.44,4.77,11.0,7.0,1.02
518,300452,山河药辅,碗口反弹,,12.93,,,,,,,,24.6,,,,,12.44,14.45,3.1,65.2,碗口反弹,1,65.2,4919,4583,False,靠近多空线,13.4,12.88,12.78,0.81,3.57,7.0,10.5,1.01
519,300017,网宿科技,碗口反弹,,15.31,,,,,,,,36.5,,,,,14.35,17.58,2.36,65.1,碗口反弹,1,65.1,4919,4583,False,回落碗中,13.4,15.36,15.15,1.39,2.46,10.0,12.9,34.4
520,002225,濮耐股份,破底翻,破底翻,3.72,1.36,3.65,3.47,4.9,1.9,4.0,24.1,51.8,21.3,0.73,3.64,3.71,3.54,4.9,6.56,65.0,破底翻,1,65.0,4919,4583,False,,,,,,,,,
521,688669,聚石化学,碗口反弹,,74.8,,,,,,,,36.9,,,,,66.61,118.5,5.34,65.0,碗口反弹,1,65.0,4919,4583,False,靠近短期趋势线,16.6,73.39,67.97,7.98,2.16,17.0,8.6,3.08
522,000048,京基智农,碗口反弹,,22.17,,,,,,,,16.0,,,,,20.39,26.38,2.37,64.8,碗口反弹,1,64.8,4919,4583,False,靠近短期趋势线,18.0,22.16,20.8,6.54,2.47,17.0,10.9,3.86
523,002675,东诚药业,碗口反弹,,12.9,,,,,,,,30.9,,,,,12.56,13.72,2.41,64.7,碗口反弹,1,64.7,4919,4583,False,靠近多空线,14.3,13.04,12.98,0.48,3.43,7.0,6.0,1.12
524,688244,永信至诚,破底翻,破底翻,15.09,0.07,13.96,12.95,7.2,8.1,24.0,15.1,76.4,5.0,2.04,15.06,15.39,13.54,17.78,1.74,64.0,破底翻,1,80.0,4919,4583,True,,,,,,,,,
525,603507,振江股份,破底翻,守住前低,23.8,0.89,22.9,,,3.9,7.0,39.9,52.2,25.5,1.0,23.4,23.89,22.21,39.58,9.92,64.0,破底翻,1,64.0,4919,4583,False,,,,,,,,,
526,300557,理工光科,破底翻,守住前低,26.8,0.98,25.25,,,6.1,7.0,27.4,44.9,26.8,1.16,26.04,26.09,24.49,36.93,4.39,64.0,破底翻,1,64.0,4919,4583,False,,,,,,,,,
527,300861,美畅股份,破底翻,守住前低,16.79,-0.83,16.6,,,1.1,7.0,40.0,43.8,24.8,0.84,16.68,16.99,16.05,27.98,15.12,64.0,破底翻,1,64.0,4919,4583,False,,,,,,,,,
528,300663,科蓝软件,破底翻,破底翻,8.51,-1.16,6.82,6.3,7.6,24.8,32.0,23.9,71.5,8.2,1.66,8.49,9.16,6.62,11.18,1.41,64.0,破底翻,1,80.0,4919,4583,True,,,,,,,,,
529,300453,三鑫医疗,碗口反弹,,9.65,,,,,,,,17.1,,,,,9.31,10.46,2.38,63.8,碗口反弹,1,63.8,4919,4583,False,靠近多空线,1.2,9.78,9.66,1.23,2.96,11.0,7.7,1.55
530,001376,百通能源,破底翻,破底翻,11.58,9.97,9.95,9.54,4.1,16.4,29.0,20.0,57.6,7.1,3.12,10.69,11.11,9.65,14.47,1.5,63.2,破底翻,1,79.0,4919,4583,True,,,,,,,,,
531,301513,尚水智能,破底翻,守住前低,47.3,-0.73,46.9,,,0.9,5.0,36.9,59.5,7.6,0.68,47.95,49.16,45.11,74.99,12.64,63.0,破底翻,1,63.0,4919,4583,False,,,,,,,,,
532,688708,佳驰科技,破底翻,破底翻,40.74,1.57,41.51,39.65,4.5,-1.9,1.0,26.3,52.5,0.7,1.06,40.38,43.91,39.14,55.3,9.1,63.0,破底翻,1,63.0,4919,4583,False,,,,,,,,,
533,600363,联创光电,破底翻,守住前低,18.19,-0.11,16.78,,,8.4,4.0,52.4,76.9,0.5,0.66,17.8,20.66,16.28,38.25,10.5,63.0,破底翻,1,63.0,4919,4583,False,,,,,,,,,
534,002370,亚太药业,碗口反弹,,5.55,,,,,,,,41.0,,,,,5.27,6.63,3.86,62.2,碗口反弹,1,62.2,4919,4583,False,靠近多空线,8.7,5.64,5.63,0.16,2.89,13.0,16.3,2.48
535,688131,皓元医药,碗口反弹,,93.58,,,,,,,,10.4,,,,,85.86,104.44,1.41,61.6,碗口反弹,1,77.0,4919,4583,True,回落碗中,18.4,94.16,87.61,7.47,3.59,15.0,10.4,6.27
536,301080,百普赛斯,碗口反弹,,82.5,,,,,,,,19.7,,,,,66.45,102.79,1.26,61.6,碗口反弹,1,77.0,4919,4583,True,回落碗中,-11.9,83.23,67.81,22.74,2.42,15.0,19.7,15.75
537,688095,福昕软件,破底翻,破底翻,62.18,7.06,55.58,49.35,11.2,11.9,22.0,18.0,53.7,30.0,3.84,58.58,64.34,53.91,75.8,1.65,61.6,破底翻,1,77.0,4919,4583,True,,,,,,,,,
538,002649,博彦科技,破底翻,破底翻,9.82,0.51,8.67,7.93,8.5,13.3,25.0,15.9,42.2,27.4,1.65,9.71,9.96,8.41,11.67,1.31,61.6,破底翻,1,77.0,4919,4583,True,,,,,,,,,
539,300705,九典制药,碗口反弹,,11.33,,,,,,,,71.5,,,,,10.76,13.19,3.26,61.5,碗口反弹,1,61.5,4919,4583,False,靠近多空线,12.7,11.57,11.46,0.99,2.02,7.0,14.1,1.84
540,688237,超卓航科,碗口反弹,,55.66,,,,,,,,22.6,,,,,52.51,71.91,5.16,61.4,碗口反弹,1,61.4,4919,4583,False,靠近多空线,12.2,57.39,56.13,2.25,2.24,17.0,10.9,1.33
541,301371,敷尔佳,破底翻,守住前低,21.85,-0.68,20.89,,,4.6,4.0,23.6,49.7,0.6,0.4,21.67,24.45,20.26,28.6,4.25,61.0,破底翻,1,61.0,4919,4583,False,,,,,,,,,
542,603092,德力佳,破底翻,守住前低,42.3,0.71,40.81,,,3.7,4.0,31.4,56.4,2.0,0.51,41.84,47.25,39.59,61.68,7.15,61.0,破底翻,1,61.0,4919,4583,False,,,,,,,,,
543,603606,东方电缆,破底翻,守住前低,34.34,0.29,33.76,,,1.7,4.0,22.4,53.6,0.5,0.62,34.38,37.43,32.75,44.25,6.23,61.0,破底翻,1,61.0,4919,4583,False,,,,,,,,,
544,603737,三棵树,破底翻,破底翻,25.6,3.06,23.13,21.7,6.2,10.7,25.0,15.2,56.1,7.6,1.14,25.18,24.43,22.44,30.2,1.46,60.8,破底翻,1,76.0,4919,4583,True,,,,,,,,,
545,000009,中国宝安,碗口反弹,,7.26,,,,,,,,43.2,,,,,7.01,8.39,4.52,60.7,碗口反弹,1,60.7,4919,4583,False,靠近多空线,13.4,7.51,7.38,1.83,2.37,15.0,13.5,3.45
546,002219,新里程,碗口反弹,,2.27,,,,,,,,31.2,,,,,2.15,2.66,3.25,60.4,碗口反弹,1,60.4,4919,4583,False,靠近短期趋势线,18.0,2.27,2.19,3.59,2.49,12.0,14.7,3.7
547,000756,新华制药,碗口反弹,,13.43,,,,,,,,28.2,,,,,12.91,15.43,3.85,60.1,碗口反弹,1,60.1,4919,4583,False,靠近多空线,16.1,13.81,13.81,0.03,2.27,7.0,9.3,2.01
548,600199,金种子酒,破底翻,破底翻,7.24,2.84,6.36,6.11,3.9,13.8,36.0,15.7,60.3,6.6,1.52,7.08,7.54,6.17,8.59,1.26,60.0,破底翻,1,75.0,4919,4583,True,,,,,,,,,
549,002229,鸿博股份,破底翻,破底翻,12.29,10.03,9.81,9.09,7.3,25.3,27.0,19.1,61.0,27.6,1.93,11.2,11.56,9.52,15.19,1.05,60.0,破底翻,1,75.0,4919,4583,True,,,,,,,,,
550,002965,祥鑫科技,破底翻,守住前低,30.7,-2.14,29.16,,,5.3,4.0,46.9,55.1,21.5,0.81,30.66,31.35,28.29,57.86,11.27,60.0,破底翻,1,60.0,4919,4583,False,,,,,,,,,
551,605399,晨光新材,破底翻,守住前低,11.17,1.73,10.51,,,6.3,5.0,25.7,42.6,21.5,1.19,10.88,10.78,10.19,15.03,3.94,60.0,破底翻,1,60.0,4919,4583,False,,,,,,,,,
552,002560,通达股份,破底翻,守住前低,6.13,-0.49,5.84,,,5.0,5.0,31.7,62.8,25.2,0.71,6.09,6.31,5.66,8.97,6.04,60.0,破底翻,1,60.0,4919,4583,False,,,,,,,,,
553,603713,密尔克卫,碗口反弹,,64.51,,,,,,,,23.2,,,,,61.45,83.97,6.36,59.9,碗口反弹,1,59.9,4919,4583,False,靠近多空线,16.1,65.36,64.56,1.24,2.46,16.0,7.8,1.97
554,000908,石药景峰,碗口反弹,,6.52,,,,,,,,31.2,,,,,6.2,7.84,4.13,59.5,碗口反弹,1,59.5,4919,4583,False,靠近多空线,14.7,6.72,6.65,1.0,2.55,16.0,11.3,1.87
555,002550,千红制药,碗口反弹,,6.74,,,,,,,,47.1,,,,,6.45,7.73,3.41,59.3,碗口反弹,1,59.3,4919,4583,False,靠近多空线,18.1,6.87,6.81,0.86,2.61,11.0,12.8,2.28
556,603291,联合水务,破底翻,破底翻,8.93,-0.67,8.26,7.72,6.5,8.1,23.0,15.3,44.5,5.8,0.94,9.02,9.02,8.01,10.54,1.75,59.2,破底翻,1,74.0,4919,4583,True,,,,,,,,,
557,300691,联合光电,破底翻,破底翻,14.92,-1.97,13.71,11.78,14.1,8.8,18.0,16.3,40.7,13.2,0.98,14.8,14.05,13.3,17.82,1.79,59.2,破底翻,1,74.0,4919,4583,True,,,,,,,,,
558,001298,好上好,破底翻,守住前低,17.8,-1.49,15.12,,,17.7,28.0,19.7,58.2,5.5,1.65,17.71,17.55,14.67,22.18,1.4,59.2,破底翻,1,74.0,4919,4583,True,,,,,,,,,
559,301107,瑜欣电子,破底翻,破底翻,23.23,-1.73,18.71,16.09,14.0,24.2,19.0,15.1,44.4,16.8,0.85,22.31,20.53,18.15,27.37,0.81,59.2,破底翻,1,74.0,4919,4583,True,,,,,,,,,
560,301106,骏成科技,破底翻,破底翻,19.74,-2.9,17.08,14.66,14.2,15.6,18.0,22.3,51.1,5.0,0.63,20.27,18.99,16.57,25.42,1.79,59.2,破底翻,1,74.0,4919,4583,True,,,,,,,,,
561,301026,浩通科技,破底翻,破底翻,21.54,0.61,19.74,16.47,16.6,9.1,18.0,15.9,48.6,7.4,0.68,21.31,21.42,19.15,25.6,1.7,59.2,破底翻,1,74.0,4919,4583,True,,,,,,,,,
562,300426,华智数媒,破底翻,破底翻,6.28,0.0,5.31,5.01,5.6,18.3,25.0,21.3,56.4,8.5,0.77,6.28,6.4,5.15,7.98,1.5,59.2,破底翻,1,74.0,4919,4583,True,,,,,,,,,
563,001311,多利科技,破底翻,破底翻,17.33,-0.35,15.73,14.23,9.5,10.2,23.0,17.9,63.1,4.4,0.99,17.47,17.49,15.26,21.1,1.82,59.2,破底翻,1,74.0,4919,4583,True,,,,,,,,,
564,301656,联合动力,破底翻,守住前低,15.11,-0.92,14.66,,,3.1,3.0,24.4,59.2,0.0,0.88,15.49,16.61,14.22,19.98,5.47,59.0,破底翻,1,59.0,4919,4583,False,,,,,,,,,
565,601882,海天精工,碗口反弹,,19.92,,,,,,,,34.1,,,,,19.18,21.97,2.77,59.0,碗口反弹,1,59.0,4919,4583,False,靠近多空线,11.9,20.12,19.99,0.65,2.79,13.0,9.3,1.69
566,000513,丽珠集团,破底翻,守住前低,26.76,1.87,25.74,,,4.0,3.0,16.2,40.4,0.6,0.77,26.34,29.36,24.97,31.92,2.88,59.0,破底翻,1,59.0,4919,4583,False,,,,,,,,,
567,601799,星宇股份,破底翻,守住前低,81.48,-0.46,81.78,,,-0.4,3.0,37.1,49.8,0.0,1.2,83.56,90.82,77.86,129.49,13.26,59.0,破底翻,1,59.0,4919,4583,False,,,,,,,,,
568,688717,艾罗能源,破底翻,守住前低,49.31,0.96,47.34,,,4.2,3.0,52.5,68.6,11.6,0.72,50.96,57.75,45.71,103.85,15.15,59.0,破底翻,1,59.0,4919,4583,False,,,,,,,,,
569,301210,金杨精密,破底翻,守住前低,24.05,-0.7,23.26,,,3.4,3.0,28.2,72.7,2.6,0.96,24.07,24.41,22.56,33.5,6.34,59.0,破底翻,1,59.0,4919,4583,False,,,,,,,,,
570,603501,豪威集团,破底翻,守住前低,82.0,-3.0,80.1,,,2.4,3.0,27.9,49.4,0.2,1.28,83.72,88.07,77.7,113.77,7.39,59.0,破底翻,1,59.0,4919,4583,False,,,,,,,,,
571,000676,智度股份,破底翻,破底翻,6.67,-0.45,5.43,5.07,6.6,22.8,33.0,19.2,48.3,25.2,1.21,6.65,7.06,5.27,8.25,1.13,58.4,破底翻,1,73.0,4919,4583,True,,,,,,,,,
572,600072,中船科技,破底翻,破底翻,8.9,0.11,8.27,8.01,3.1,7.6,30.0,16.0,50.8,5.5,1.02,8.82,8.87,8.02,10.59,1.92,58.4,破底翻,1,73.0,4919,4583,True,,,,,,,,,
573,300758,七彩化学,破底翻,破底翻,11.55,0.61,10.7,9.15,14.5,7.9,18.0,16.3,46.5,27.1,0.84,11.46,10.94,10.38,13.8,1.92,58.4,破底翻,1,73.0,4919,4583,True,,,,,,,,,
574,600178,东安动力,破底翻,破底翻,9.69,0.1,8.88,8.22,7.4,9.1,27.0,15.7,42.6,22.4,0.75,9.56,9.55,8.61,11.49,1.67,58.4,破底翻,1,73.0,4919,4583,True,,,,,,,,,
575,001332,锡装股份,破底翻,守住前低,28.1,1.26,27.23,,,3.2,3.0,43.1,62.5,23.2,0.75,28.45,30.52,26.41,49.4,12.6,58.0,破底翻,1,58.0,4919,4583,False,,,,,,,,,
576,000532,华金资本,破底翻,破底翻,11.28,-0.7,10.4,9.79,5.9,8.5,25.0,15.8,43.9,15.0,0.54,11.31,10.99,10.09,13.4,1.78,57.6,破底翻,1,72.0,4919,4583,True,,,,,,,,,
577,300904,威力传动,破底翻,破底翻,42.25,2.6,39.23,34.77,11.4,7.7,23.0,15.9,56.0,18.5,0.84,40.72,41.36,38.05,50.24,1.9,57.6,破底翻,1,72.0,4919,4583,True,,,,,,,,,
578,300911,亿田智能,破底翻,破底翻,22.19,0.23,20.4,18.13,11.1,8.8,22.0,16.8,64.8,13.2,0.67,22.15,22.46,19.79,26.66,1.86,57.6,破底翻,1,72.0,4919,4583,True,,,,,,,,,
579,001979,招商蛇口,破底翻,守住前低,7.16,-0.28,6.29,,,13.8,44.0,20.9,46.7,5.3,1.95,7.21,7.28,6.1,9.05,1.78,57.6,破底翻,1,72.0,4919,4583,True,,,,,,,,,
580,603369,今世缘,碗口反弹,,28.47,,,,,,,,53.4,,,,,27.02,30.99,1.74,57.5,碗口反弹,1,71.9,4919,4583,True,回落碗中,17.9,28.48,27.58,3.26,3.39,12.0,8.1,5.2
581,688539,高华科技,破底翻,守住前低,24.25,-0.74,24.02,,,1.0,3.0,33.7,58.8,13.5,1.16,24.72,26.27,22.7,36.6,7.97,57.0,破底翻,1,57.0,4919,4583,False,,,,,,,,,
582,301348,蓝箭电子,破底翻,守住前低,21.43,-0.97,19.86,,,7.9,3.0,34.0,46.9,17.4,1.12,21.0,20.7,19.26,32.49,5.1,57.0,破底翻,1,57.0,4919,4583,False,,,,,,,,,
583,600129,太极集团,破底翻,破底翻,14.28,-1.31,12.25,11.86,3.2,16.6,45.0,23.7,67.7,4.0,0.56,14.41,15.67,11.88,18.72,1.85,56.8,破底翻,1,71.0,4919,4583,True,,,,,,,,,
